"Token","AuthorityTier","RelativePath","LineNumber","Line"
"ROADMAP_CURRENT","TEST","tests\test_project_constitution_pack.py","62","(ROOT / ""docs/governance/ROADMAP_CURRENT.json"").read_text(encoding=""utf-8"")"
"ROADMAP_CURRENT","TEST","tests\test_roadmap_governance.py","23","assert payload[""machine_readable_state""] == ""docs/governance/ROADMAP_CURRENT.json"""
"ROADMAP_CURRENT","TEST","tests\test_roadmap_governance.py","46","""`ROADMAP_CURRENT.json`"","
"ROADMAP_CURRENT","TEST","tests\test_roadmap_integrity.py","4","CANONICAL_ROADMAP = os.path.join(""docs"", ""governance"", ""ROADMAP_CURRENT.json"")"
"ROADMAP_CURRENT","TEST","tests\test_roadmap_integrity.py","16","if ""ROADMAP_CURRENT.json"" in files:"
"ROADMAP_CURRENT","TEST","tests\test_roadmap_integrity.py","17","current_path = os.path.join(root, ""ROADMAP_CURRENT.json"")"
"ROADMAP_CURRENT","GOVERNANCE_VALIDATOR","tools\governance\roadmap_truth_check.py","7","CANONICAL_DIR / ""ROADMAP_CURRENT.json"","
"ROADMAP_CURRENT","GOVERNANCE_VALIDATOR","tools\governance\roadmap_truth_check.py","20","data = json.loads((CANONICAL_DIR / ""ROADMAP_CURRENT.json"").read_text(encoding=""utf-8""))"
"ROADMAP_CURRENT","GOVERNANCE_VALIDATOR","tools\governance\roadmap_truth_check.py","22","print(""[FAIL] docs/governance/ROADMAP_CURRENT.json integrity violation."", file=sys.stderr)"
"ROADMAP_CURRENT","GOVERNANCE_VALIDATOR","tools\governance\validate_roadmap_authority.py","11","CANONICAL_MACHINE = REPO_ROOT / ""docs"" / ""governance"" / ""ROADMAP_CURRENT.json"""
"ROADMAP_CURRENT","GOVERNANCE_VALIDATOR","tools\governance\validate_roadmap_authority.py","83","if ""Canonical machine source: `ROADMAP_CURRENT.json`"" not in human_text:"
"ROADMAP_CURRENT","GOVERNANCE_VALIDATOR","tools\governance\validate_roadmap_authority.py","84","errors.append(""canonical human metadata does not reference ROADMAP_CURRENT.json"")"
"ROADMAP_CURRENT","GOVERNANCE_VALIDATOR","tools\governance\validate_roadmap_authority.py","86","errors.append(""canonical human metadata SHA256 does not match ROADMAP_CURRENT.json"")"
"ROADMAP_CURRENT","GOVERNANCE_VALIDATOR","tools\governance\validate_roadmap_authority.py","93","if ""ROADMAP_CURRENT.json"" not in text:"
"ROADMAP_CURRENT","GOVERNANCE_VALIDATOR","tools\governance\validate_roadmap_authority.py","94","errors.append(f""authority doc missing ROADMAP_CURRENT.json reference: {path.relative_to(REPO_ROOT)}"")"
"STATUS_CLASSIFICATION","SCRIPT_SUPPORT","scripts\collect-roadmap-runtime-evidence.ps1","121","$terms = @(""HOLD"",""HOLD_ACTIVE"",""CONTROLLED_BLOCKED"",""CONTRACT_MISMATCH"",""BLOCKED"",""forbidden_actions"",""allowed_actions"",""unblock"",""exit_criteria"",""stale"",""authority"",""shadow authority"",""NEXT_ACTION"",""STATUS_CLASSIFICATION"",""ROADMAP_CURRENT"",""COMMERCIAL_READINESS_STATE"")"
"forbidden_actions","SCRIPT_SUPPORT","scripts\collect-roadmap-runtime-evidence.ps1","121","$terms = @(""HOLD"",""HOLD_ACTIVE"",""CONTROLLED_BLOCKED"",""CONTRACT_MISMATCH"",""BLOCKED"",""forbidden_actions"",""allowed_actions"",""unblock"",""exit_criteria"",""stale"",""authority"",""shadow authority"",""NEXT_ACTION"",""STATUS_CLASSIFICATION"",""ROADMAP_CURRENT"",""COMMERCIAL_READINESS_STATE"")"
"allowed_actions","SCRIPT_SUPPORT","scripts\collect-roadmap-runtime-evidence.ps1","121","$terms = @(""HOLD"",""HOLD_ACTIVE"",""CONTROLLED_BLOCKED"",""CONTRACT_MISMATCH"",""BLOCKED"",""forbidden_actions"",""allowed_actions"",""unblock"",""exit_criteria"",""stale"",""authority"",""shadow authority"",""NEXT_ACTION"",""STATUS_CLASSIFICATION"",""ROADMAP_CURRENT"",""COMMERCIAL_READINESS_STATE"")"
"NEXT_ACTION","CI",".github\scripts\governance-guard.ps1","36","'scripts/resolve_next_action.py',"
"NEXT_ACTION","CI",".github\scripts\governance-guard.ps1","55","& python scripts/resolve_next_action.py --help *> $null"
"NEXT_ACTION","CI",".github\workflows\autopilot-roadmap.yml","20","- run: python scripts/resolve_next_action.py --manifest docs/governance/ROADMAP_CURRENT.json --check --write"
"NEXT_ACTION","CI",".github\workflows\autopilot-roadmap.yml","21","- run: python scripts/resolve_next_action.py --manifest docs/governance/ROADMAP_CURRENT.json --lookahead 33 --write"
"NEXT_ACTION","CI",".github\workflows\autopilot-roadmap.yml","25","git add docs/governance/ROADMAP_CURRENT.json docs/governance/NEXT_ACTIONS.json"
"NEXT_ACTION","CI",".github\workflows\governance-enforcement.yml","29","test -f docs/NEXT_ACTIONS.md"
"NEXT_ACTION","GOVERNANCE_DOC","docs\governance\GOVERNANCE_BASELINE.md","26","- `docs/NEXT_ACTIONS.md`"
"NEXT_ACTION","GOVERNANCE_DOC","docs\governance\LOCK_REGISTRY.json","21","{ ""id"": ""LOCK-005"", ""name"": ""Next Actions Artifact Required"", ""category"": ""bootstrap"", ""enforced_by"": [""tests/test_governance_bootstrap.py""], ""severity"": ""critical"", ""reversible"": false, ""status"": ""active"", ""evidence_paths"": [""docs/NEXT_ACTIONS.md"", ""tests/test_governance_bootstrap.py""] },"
"NEXT_ACTION","GOVERNANCE_DOC","docs\governance\LOCK_REGISTRY.json","28","{ ""id"": ""LOCK-012"", ""name"": ""Self Discovery Without External Context"", ""category"": ""continuity"", ""enforced_by"": [""AGENTS.md"", ""docs/PROJECT_STATE.md"", ""docs/NEXT_ACTIONS.md""], ""severity"": ""critical"", ""reversible"": false, ""status"": ""active"", ""evidence_paths"": [""AGENTS.md"", ""docs/PROJECT_STATE.md"", ""docs/NEXT_ACTIONS.md""] }"
"NEXT_ACTION","GOVERNANCE_DOC","docs\governance\MCP03_INVARIANTS.md","17","**Statement:** For identical input state, `scripts/resolve_next_action.py` MUST produce identical output."
"NEXT_ACTION","CANONICAL_MACHINE_ROADMAP","docs\governance\ROADMAP_CURRENT.json","1873","""next_action"":  ""MCP03_INVARIANTS.md validated"""
"NEXT_ACTION","CANONICAL_MACHINE_ROADMAP","docs\governance\ROADMAP_CURRENT.json","1879","""next_action"":  ""Run full validator suite in pwsh 7"""
"NEXT_ACTION","GOVERNANCE_DOC","docs\governance\ROADMAP_MANIFEST.json","16","""name"": ""scripts/resolve_next_action.py"","
"NEXT_ACTION","GOVERNANCE_DOC","docs\governance\ROADMAP_MANIFEST.json","22","""current_next_action"": ""Mark phase Phase 31 Closure Review complete."","
"NEXT_ACTION","SCRIPT_SUPPORT","scripts\collect-roadmap-runtime-evidence.ps1","51","""scripts/resolve_next_action.py"","
"NEXT_ACTION","SCRIPT_SUPPORT","scripts\collect-roadmap-runtime-evidence.ps1","121","$terms = @(""HOLD"",""HOLD_ACTIVE"",""CONTROLLED_BLOCKED"",""CONTRACT_MISMATCH"",""BLOCKED"",""forbidden_actions"",""allowed_actions"",""unblock"",""exit_criteria"",""stale"",""authority"",""shadow authority"",""NEXT_ACTION"",""STATUS_CLASSIFICATION"",""ROADMAP_CURRENT"",""COMMERCIAL_READINESS_STATE"")"
"NEXT_ACTION","SCRIPT_SUPPORT","scripts\collect-roadmap-runtime-evidence.ps1","192","resolver_file_exists = (Test-Path ""scripts/resolve_next_action.py"")"
"NEXT_ACTION","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","123","""current_next_action"": ""Missing or invalid phases array."","
"NEXT_ACTION","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","141","""current_next_action"": ""No remaining roadmap actions."","
"NEXT_ACTION","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","154","""current_next_action"": f""Phase {phase_title} has invalid tasks field."","
"NEXT_ACTION","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","174","""current_next_action"": f""Mark phase {phase_title} complete."","
"NEXT_ACTION","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","189","action = norm_scalar(task.get(""next_action"") or task.get(""description"") or task_title)"
"NEXT_ACTION","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","195","""current_next_action"": action,"
"NEXT_ACTION","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","229","return {""current_phase"": phase, ""current_task"": task, ""current_next_action"": action}"
"NEXT_ACTION","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","248","out.append(str(res.get(""current_next_action"","""")))"
"NEXT_ACTION","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","293","f""{result.get('current_next_action','')}\n"""
"NEXT_ACTION","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","301","""name"": ""scripts/resolve_next_action.py"","
"NEXT_ACTION","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","307","""current_next_action"": result.get(""current_next_action"", """"),"
"NEXT_ACTION","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","323","""current_next_action"": norm_scalar(result.get(""current_next_action"")),"
"NEXT_ACTION","SCRIPT_SUPPORT","scripts\validate_mcp03_invariants.py","25","cmd = [sys.executable, str(ROOT / ""scripts"" / ""resolve_next_action.py"")]"
"NEXT_ACTION","TEST","tests\test_governance_32_canonical.py","22","""NEXT_ACTIONS.md"","
"NEXT_ACTION","TEST","tests\test_governance_32_canonical.py","29","""tools/generate_next_actions.py"","
"NEXT_ACTION","TEST","tests\test_governance_bootstrap.py","11","""docs/NEXT_ACTIONS.md"","
"NEXT_ACTION","TEST","tests\test_governance_bootstrap.py","43","def test_roadmap_and_next_actions_exist_with_expected_markers():"
"NEXT_ACTION","TEST","tests\test_governance_bootstrap.py","45","nxt = read_text(""docs/NEXT_ACTIONS.md"")"
"NEXT_ACTION","TEST","tests\test_resolve_next_action.py","10","SCRIPT_PATH / ""scripts"" / ""resolve_next_action.py"","
"NEXT_ACTION","TEST","tests\test_resolve_next_action.py","11","SCRIPT_PATH.parent / ""scripts"" / ""resolve_next_action.py"","
"NEXT_ACTION","TEST","tests\test_resolve_next_action.py","19","""scripts.resolve_next_action"", str(candidate)"
"NEXT_ACTION","TEST","tests\test_resolve_next_action.py","22","sys.modules[""scripts.resolve_next_action""] = mod"
"NEXT_ACTION","TEST","tests\test_resolve_next_action.py","25","raise FileNotFoundError(""scripts/resolve_next_action.py not found"")"
"BLOCKED","GOVERNANCE_DOC","docs\governance\ARCHIVE-DECISION-NOTE-OPTION-A.md","17","- repository remains controlled blocked"
"BLOCKED","GOVERNANCE_DOC","docs\governance\ARCHIVE-DECISION-NOTE-OPTION-A.md","18","- rerun or mutation remains blocked pending contract mismatch resolution"
"BLOCKED","GOVERNANCE_DOC","docs\governance\EXECUTIVE_DECISION_LOG.md","9","Engineering and governance posture are strong, but commercial/release sign-off remains blocked by an evidence integrity gap. Current repository evidence is not yet sufficiently reproducible, reviewable, and audit-ready for final assurance."
"BLOCKED","GOVERNANCE_DOC","docs\governance\FINAL-COORDINATION-OPTION-A-CONTROLLED-BLOCKED.md","1","# Final Coordination - Option A Controlled Blocked"
"BLOCKED","GOVERNANCE_DOC","docs\governance\FINAL-COORDINATION-OPTION-A-CONTROLLED-BLOCKED.md","13","- control_state: CONTROLLED_BLOCKED"
"BLOCKED","GOVERNANCE_DOC","docs\governance\FINAL-COORDINATION-OPTION-A-CONTROLLED-BLOCKED.md","18","- rerun_state: BLOCKED"
"BLOCKED","GOVERNANCE_DOC","docs\governance\FINAL-COORDINATION-OPTION-A-CONTROLLED-BLOCKED.md","36","- pr_update_note: PR-UPDATE-OPTION-A-CONTROLLED-BLOCKED.md"
"BLOCKED","GOVERNANCE_DOC","docs\governance\FINAL-COORDINATION-OPTION-A-CONTROLLED-BLOCKED.md","43","- Functional continuation is blocked until CONTRACT_MISMATCH is resolved and governance authorization is renewed."
"BLOCKED","GOVERNANCE_DOC","docs\governance\FINAL-COORDINATION-OPTION-A-CONTROLLED-BLOCKED.md","44","- Review coordination may proceed using the recorded governance trail and this final controlled-blocked status."
"BLOCKED","GOVERNANCE_DOC","docs\governance\FINAL-COORDINATION-OPTION-A-CONTROLLED-BLOCKED.md","52","- Repository remains CONTROLLED_BLOCKED."
"BLOCKED","GOVERNANCE_DOC","docs\governance\HANDOFF_MCP03.md","223","- invalid transitions are rejected or blocked"
"BLOCKED","GOVERNANCE_DOC","docs\governance\HANDOFF-OPTION-A-STATE-20260728-053728.md","1","# Handoff Note - Option A Controlled Blocked State"
"BLOCKED","GOVERNANCE_DOC","docs\governance\HANDOFF-OPTION-A-STATE-20260728-053728.md","12","- control_state: CONTROLLED_BLOCKED"
"BLOCKED","GOVERNANCE_DOC","docs\governance\HANDOFF-OPTION-A-STATE-20260728-053728.md","36","- roadmap re-run: BLOCKED"
"BLOCKED","GOVERNANCE_DOC","docs\governance\PR-UPDATE-OPTION-A-CONTROLLED-BLOCKED.md","1","# PR Update - Option A Controlled Blocked State"
"BLOCKED","GOVERNANCE_DOC","docs\governance\PR-UPDATE-OPTION-A-CONTROLLED-BLOCKED.md","15","- Repository remains in CONTROLLED_BLOCKED state."
"BLOCKED","GOVERNANCE_DOC","docs\governance\PR-UPDATE-OPTION-A-CONTROLLED-BLOCKED.md","23","- control_state: CONTROLLED_BLOCKED"
"BLOCKED","GOVERNANCE_DOC","docs\governance\PR-UPDATE-OPTION-A-CONTROLLED-BLOCKED.md","40","- Review may proceed on governance trail and blocked-state clarity."
"BLOCKED","GOVERNANCE_DOC","docs\governance\ROADMAP_MANIFEST.json","23","""blocked_by"": []"
"BLOCKED","GOVERNANCE_DOC","docs\governance\safe-merge-required-check-registration.md","22","5. Confirm merge is blocked until the check passes."
"BLOCKED","SCRIPT_SUPPORT","scripts\collect-roadmap-runtime-evidence.ps1","121","$terms = @(""HOLD"",""HOLD_ACTIVE"",""CONTROLLED_BLOCKED"",""CONTRACT_MISMATCH"",""BLOCKED"",""forbidden_actions"",""allowed_actions"",""unblock"",""exit_criteria"",""stale"",""authority"",""shadow authority"",""NEXT_ACTION"",""STATUS_CLASSIFICATION"",""ROADMAP_CURRENT"",""COMMERCIAL_READINESS_STATE"")"
"BLOCKED","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","124","""blocked_by"": [],"
"BLOCKED","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","133","blocked_phases = [p for p in phase_candidates if p.get(""_unresolved"")]"
"BLOCKED","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","135","phase = pick(open_phases) or pick(blocked_phases)"
"BLOCKED","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","142","""blocked_by"": [],"
"BLOCKED","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","155","""blocked_by"": [],"
"BLOCKED","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","165","blocked_tasks = [t for t in task_candidates if t.get(""_unresolved"")]"
"BLOCKED","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","167","task = pick(open_tasks) or pick(blocked_tasks)"
"BLOCKED","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","175","""blocked_by"": phase.get(""_unresolved"", []),"
"BLOCKED","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","181","blocked_by = task.get(""_unresolved"", [])"
"BLOCKED","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","182","if blocked_by:"
"BLOCKED","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","183","status = ""BLOCKED"""
"BLOCKED","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","185","action = f""Resolve dependencies for {task_title}: {', '.join(blocked_by)}"""
"BLOCKED","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","196","""blocked_by"": blocked_by,"
"BLOCKED","CORE_RUNTIME_RESOLVER","scripts\resolve_next_action.py","308","""blocked_by"": result.get(""blocked_by"", []),"
"BLOCKED","CORE_GUARD","scripts\roadmap_guard.py","55","""deferred"", ""abandoned"", ""blocked"", ""not_applicable"","
"BLOCKED","TEST","tests\test_auto_pilot.py","63","assert result[""decision_status""] == ""blocked"""
"BLOCKED","TEST","tests\test_auto_pilot.py","64","assert result[""reason_codes""] == [""enforce_blocked_invalid_signal""]"
"BLOCKED","TEST","tests\test_auto_pilot.py","76","assert result[""decision_status""] == ""blocked"""
"BLOCKED","TEST","tests\test_commercial_controls_enforcement_pack_contract.py","53","""Commercially unsafe = blocked."","
"HOLD_ACTIVE","SCRIPT_SUPPORT","scripts\collect-roadmap-runtime-evidence.ps1","121","$terms = @(""HOLD"",""HOLD_ACTIVE"",""CONTROLLED_BLOCKED"",""CONTRACT_MISMATCH"",""BLOCKED"",""forbidden_actions"",""allowed_actions"",""unblock"",""exit_criteria"",""stale"",""authority"",""shadow authority"",""NEXT_ACTION"",""STATUS_CLASSIFICATION"",""ROADMAP_CURRENT"",""COMMERCIAL_READINESS_STATE"")"
